Country,Province,District,Division,Location,Area,Sublocation,Longitude,Latitude
KENYA,NYANZA,CENTRAL KISII,KEUMBU,KIOGORO,11.285,MASONGO,34.7610016,-0.707511
KENYA,NYANZA,CENTRAL KISII,SUNEKA,BOMORENDA,2.3826,BOMWANCHA,34.735199,-0.699666
KENYA,NYANZA,CENTRAL KISII,KEUMBU,KEGATI,12.0976,NYANGURU,34.8008995,-0.71643
KENYA,NYANZA,GUCHA,SAMETA,BASSI CHACHE,10.5051,NYANGITI(GUCHA),34.7366982,-0.721849
KENYA,NYANZA,GUCHA,OGEMBO,MAJOGE CHACHE,15.9621,MISESI,34.6960983,-0.735395
KENYA,NYANZA,CENTRAL KISII,KEUMBU,KIOGORO,5.5109,BORONYI,34.7789993,-0.73439
KENYA,NYANZA,CENTRAL KISII,KEUMBU,KEUMBU,4.3975,BOMWAGI,34.8595009,-0.733486
KENYA,NYANZA,CENTRAL KISII,KEUMBU,KIOGORO,4.9516,NYAGUTA,34.7947998,-0.734158
KENYA,NYANZA,CENTRAL KISII,KEUMBU,KEUMBU,11.0981,NYAMWARE,34.8404999,-0.736577
KENYA,NYANZA,GUCHA,SAMETA,BASSI CHACHE,9.2275,GIASAIGA,34.7613983,-0.745093
KENYA,NYANZA,GUCHA,SAMETA,BASSI CHACHE,14.7004,BOGETAORIO,34.7360001,-0.756797
KENYA,NYANZA,CENTRAL KISII,KEUMBU,IBENO,7.4726,KERERA,34.8236008,-0.750094
KENYA,NYANZA,GUCHA,OGEMBO,MAJOGE CHACHE,11.1795,KANYIMBO,34.7081985,-0.759912
KENYA,NYANZA,CENTRAL KISII,KEUMBU,KIOGORO,5.31,MATUMWA,34.8005981,-0.754936
KENYA,NYANZA,CENTRAL KISII,KEUMBU,KEUMBU,15.7182,TARACHA,34.8735008,-0.762832
KENYA,NYANZA,GUCHA,SAMETA,MOKWERERO,6.7139,KIONGONGI,34.7868004,-0.764007
KENYA,NYANZA,GUCHA,SAMETA,BASSI CHACHE,6.4783,SAMETA,34.7519989,-0.777512
KENYA,NYANZA,CENTRAL KISII,KEUMBU,IBENO,4.5671,NYAMAGWA(CKISII),34.8212013,-0.771356
KENYA,NYANZA,CENTRAL KISII,KEUMBU,IBENO,5.1536,KIRWA,34.8619003,-0.777717
KENYA,NYANZA,CENTRAL KISII,KEUMBU,IBENO,6.4083,CHIRICHIRO,34.8389015,-0.778398
KENYA,NYANZA,CENTRAL KISII,MASABA,NYARIBARI CENTRAL,11.1993,BOGECHE,34.9015999,-0.783465
KENYA,NYANZA,GUCHA,SAMETA,MOKWERERO,11.7298,KENYERERE,34.7767982,-0.781532
KENYA,NYANZA,CENTRAL KISII,MASABA,NYARIBARI NYAMAGESA,4.8585,ICHUNI,34.9411011,-0.782157
KENYA,NYANZA,GUCHA,OGEMBO,MAJOGE CHACHE,15.2381,BOOCHI,34.7088013,-0.783169
KENYA,NYANZA,GUCHA,SAMETA,BASSI BOINTANGARE,8.158,NYAMAGWA(GUCHA),34.8114014,-0.788287
KENYA,NYANZA,CENTRAL KISII,KEUMBU,IBENO,8.249,KABOSI,34.855999,-0.793978
KENYA,NYANZA,CENTRAL KISII,MASABA,NYARIBARI NYAMAGESA,10.5842,GESABAKWA,34.9261017,-0.796733
KENYA,NYANZA,CENTRAL KISII,MASABA,NYARIBARI CENTRAL,6.1497,IBACHO,34.8897018,-0.80356
KENYA,NYANZA,CENTRAL KISII,MASABA,NYARIBARI MASABA,7.2186,EKWARE,34.9628983,-0.813328
KENYA,NYANZA,GUCHA,NYAMARAMBE,NYAKEMBENE,8.7566,IKORO,34.6803017,-0.801921
KENYA,NYANZA,GUCHA,OGEMBO,MAJOGE CHACHE,15.5592,NYANSAKIA,34.7319984,-0.821189
KENYA,NYANZA,GUCHA,SAMETA,BASSI BOINTANGARE,10.0937,IGARE,34.7963982,-0.804734
KENYA,NYANZA,GUCHA,NYAMACHE,BASSI MASIGE EAST,7.2642,TURWA,34.7728996,-0.815363
KENYA,NYANZA,GUCHA,NYAMACHE,BASSI MASIGE WEST,8.0221,OROGARE,34.7489014,-0.809481
KENYA,NYANZA,GUCHA,NYAMACHE,BASSI CENTRAL,9.8002,KEGOCHI,34.8443985,-0.814459
KENYA,NYANZA,CENTRAL KISII,MASABA,NYARIBARI MASABA,8.4754,NYAMASIBI,34.9516983,-0.821068
KENYA,NYANZA,GUCHA,NYAMARAMBE,NYAKEMBENE,15.2396,BOIKANGA,34.6515999,-0.825049
KENYA,NYANZA,CENTRAL KISII,MASABA,NYARIBARI CENTRAL,3.3933,MOBAMBA,34.8839989,-0.813822
KENYA,NYANZA,CENTRAL KISII,MASABA,NYARIBARI NYAMAGESA,11.3391,NYANKONONI,34.9206009,-0.823017
KENYA,NYANZA,CENTRAL KISII,MASABA,NYARIBARI CENTRAL,5.7793,KIAMOKAMA,34.8689003,-0.817087
KENYA,NYANZA,GUCHA,NYAMACHE,BASSI MASIGE EAST,5.5077,OMOKONGE,34.7943001,-0.819839
KENYA,NYANZA,GUCHA,NYAMACHE,BASSI CENTRAL,10.2255,EMENWA,34.8297997,-0.826125
KENYA,NYANZA,GUCHA,OGEMBO,SENGERA,23.7347,NYAISERO,34.7104988,-0.834182
KENYA,NYANZA,GUCHA,NYAMARAMBE,NYAKEMBENE,5.0041,NYAKORERE,34.6705017,-0.828063
KENYA,NYANZA,GUCHA,NYAMACHE,BASSI MASIGE WEST,5.8342,OMOSARIA,34.7602997,-0.830412
KENYA,NYANZA,CENTRAL KISII,MASABA,NYARIBARI NYAMAGESA,4.997,MOGWEKO,34.9025993,-0.833378
KENYA,NYANZA,CENTRAL KISII,MASABA,NYARIBARI MASABA,9.3196,RIURU,34.9457016,-0.843742
KENYA,NYANZA,CENTRAL KISII,MASABA,NYARIBARI CENTRAL,3.6203,CHIRONGE,34.8841019,-0.834624
KENYA,NYANZA,GUCHA,NYAMACHE,BASSI CENTRAL,6.5128,MAJI MAZURI(GUCHA),34.8557014,-0.846036
KENYA,NYANZA,GUCHA,NYAMACHE,BASSI MASIGE EAST,3.5511,MASISI,34.8186989,-0.842288
KENYA,NYANZA,GUCHA,NYAMACHE,BASSI MASIGE EAST,5.0413,KIOBEGI,34.8002014,-0.83901
KENYA,NYANZA,GUCHA,NYAMACHE,BASSI CENTRAL,5.9234,NYOERA,34.8389015,-0.852596
KENYA,NYANZA,GUCHA,ETAGO,S. MUGIRANGO BORABU,5.0303,KIAGWARE,34.6772995,-0.850258
KENYA,NYANZA,CENTRAL KISII,MASABA,NYARIBARI IKORONGO,6.7553,SOSERA,34.989399,-0.857001
KENYA,NYANZA,GUCHA,NYAMACHE,BASSI MASIGE WEST,4.4697,NYACHENGE,34.7737999,-0.844601
KENYA,NYANZA,GUCHA,NYACHEKI,BASSI BORABU,19.652,BOSANSA,34.8881989,-0.878017
KENYA,NYANZA,GUCHA,ETAGO,CHITAGO,11.105,AMAKARA,34.6657982,-0.877525
KENYA,NYANZA,CENTRAL KISII,MASABA,NYARIBARI MASABA,7.6556,KEREMA,34.9269981,-0.858758
KENYA,NYANZA,CENTRAL KISII,MASABA,NYARIBARI NYAMAGESA,5.7461,MASABO,34.8946991,-0.850154
KENYA,NYANZA,GUCHA,OGEMBO,SENGERA,22.9935,BOSOTI,34.7032013,-0.87058
KENYA,NYANZA,GUCHA,NYAMACHE,BASSI MASIGE WEST,8.646,GIONSERI,34.7946014,-0.856317
KENYA,NYANZA,GUCHA,NYACHEKI,RIGENA,13.5802,NYANTIRA,34.8255005,-0.87385
KENYA,NYANZA,CENTRAL KISII,MASABA,NYARIBARI IKORONGO,9.5795,GEKONGE,34.9701004,-0.866939
KENYA,NYANZA,CENTRAL KISII,MASABA,NYARIBARI MASABA,4.7057,GESUSU,34.9068985,-0.864675
KENYA,NYANZA,GUCHA,KENYENYA,MAJOGE MASABA,19.0907,KENYENYA,34.7436981,-0.886063
KENYA,NYANZA,GUCHA,KENYENYA,MAJOGE BORABU,17.8361,IGORERA,34.7678986,-0.882304
KENYA,NYANZA,GUCHA,NYACHEKI,BASSI BOGETAORIO,6.6286,NYACHOGOCHOGO,34.7972984,-0.875619
KENYA,NYANZA,GUCHA,NYACHEKI,BASSI BORABU,9.5248,ISENA,34.8754997,-0.88986
KENYA,NYANZA,GUCHA,NYACHEKI,BASSI BORABU,11.0365,NYACHEKI,34.8605003,-0.888154
KENYA,NYANZA,CENTRAL KISII,MASABA,NYARIBARI IKORONGO,13.7615,METEMBE(MASABA),34.9566994,-0.882356
KENYA,NYANZA,CENTRAL KISII,MASABA,NYARIBARI MASABA,5.6096,IKENYE,34.9169006,-0.879083
KENYA,NYANZA,GUCHA,ETAGO,S. MUGIRANGO BORABU,7.9978,BOTABORI,34.678299,-0.895151
KENYA,NYANZA,GUCHA,KENYENYA,MAJOGE BORABU,7.2623,RITEMBU,34.8007011,-0.890466
KENYA,NYANZA,GUCHA,ETAGO,GETENGA,14.3883,NYARAMBA(GUCHA),34.6521988,-0.914769
KENYA,NYANZA,CENTRAL KISII,MASABA,NYARIBARI IKORONGO,9.5331,GETERI,34.9278984,-0.895918
KENYA,NYANZA,GUCHA,NYACHEKI,RIGENA,6.7612,RIONTWEKA,34.8532982,-0.904633
KENYA,NYANZA,GUCHA,KENYENYA,MAJOGE BORABU,8.3227,KIANGO,34.7913017,-0.915493
KENYA,NYANZA,GUCHA,KENYENYA,MAGENCHE,14.651,MOKUBO,34.7047997,-0.907824
KENYA,NYANZA,GUCHA,NYACHEKI,BASSI BOGETAORIO,12.3226,NYANGUSO,34.8356018,-0.913701
KENYA,NYANZA,GUCHA,KENYENYA,MAJOGE BORABU,8.6952,EMESA,34.8106003,-0.919625
KENYA,NYANZA,GUCHA,KENYENYA,MAJOGE MASABA,10.8388,NYABITUMWA,34.7499008,-0.926816
KENYA,NYANZA,GUCHA,ETAGO,CHITAGO,3.8911,BOIGE,34.6721001,-0.927789
KENYA,NYANZA,GUCHA,KENYENYA,MAGENCHE,9.316,NYAMACHEO,34.736599,-0.934454
KENYA,NYANZA,GUCHA,KENYENYA,MAJOGE MASABA,9.014,BOKIMONGE,34.7742004,-0.929469
KENYA,NYANZA,GUCHA,KENYENYA,MAGENCHE,10.4464,MAGENCHE,34.7164001,-0.940136
KENYA,NYANZA,GUCHA,ETAGO,S. MUGIRANGO BORABU,10.7814,NYAMONDO,34.6927986,-0.941432
KENYA,NYANZA,CENTRAL KISII,MASABA,NYARIBARI IKORONGO,6.7466,BOGONTA,34.9872017,-0.87026
KENYA,WESTERN,LUGARI,LIKUYANI,KONGONI,31.8875,SANGO,35.0657997,0.713147
KENYA,WESTERN,LUGARI,LUGARI,LUGARI,37.4999,MARAKUSI,34.9566994,0.691004
KENYA,WESTERN,LUGARI,MATETE,LUANDETI,8.4323,MAHANGA(LUGARI),34.842701,0.631359
KENYA,WESTERN,LUGARI,MATETE,LUANDETI,14.3328,LUANDETI,34.8241997,0.598799
KENYA,WESTERN,LUGARI,MATETE,LUANDETI,9.9867,MABUYE,34.853199,0.594474
KENYA,WESTERN,KAKAMEGA,KABRAS,KABRAS CENTRAL,20.5013,MATSAKHA,34.8179016,0.517332
KENYA,WESTERN,KAKAMEGA,KABRAS,KABRAS CENTRAL,24.2107,CHEGULO,34.7863007,0.501263
KENYA,WESTERN,KAKAMEGA,KABRAS,KABRAS CENTRAL,15.6268,TANDE,34.8563995,0.482956
KENYA,WESTERN,KAKAMEGA,KABRAS,SHIRUGU,14.4269,MALEKHA,34.7933006,0.462212
KENYA,WESTERN,KAKAMEGA,KABRAS,KABRAS CENTRAL,12.111,MATIOLI,34.8325996,0.473532
KENYA,WESTERN,KAKAMEGA,KABRAS,SHIRUGU,21.5267,SAMITSI,34.7631989,0.46923
KENYA,WESTERN,KAKAMEGA,KABRAS,SHIRUGU,15.5307,SHIVIKHWA,34.8381004,0.444952
KENYA,WESTERN,KAKAMEGA,KABRAS,KABRAS EAST,18.5267,MUSINGU,34.8754005,0.443534
KENYA,WESTERN,KAKAMEGA,NAVAKHOLO,BUNYALA EAST,21.7735,NAMIRAMA,34.6996002,0.440428
KENYA,WESTERN,KAKAMEGA,KABRAS,SHIRUGU,11.1424,MUGAI,34.8086014,0.436751
KENYA,WESTERN,KAKAMEGA,KABRAS,KABRAS WEST,20.0109,BURUNDU,34.7422981,0.428562
KENYA,WESTERN,BUTERE/MUMIAS,MATUNGU,KOYONZO,11.829,NAMAMALI,34.4398003,0.437169
KENYA,WESTERN,BUTERE/MUMIAS,MATUNGU,KOYONZO,15.4359,KOYONZO,34.4185982,0.416544
KENYA,WESTERN,KAKAMEGA,KABRAS,KABRAS WEST,12.7151,SHIKUTSE,34.7821999,0.413196
KENYA,WESTERN,BUTERE/MUMIAS,MATUNGU,MATUNGU,13.8718,MATUNGU,34.4793015,0.409014
KENYA,WESTERN,KAKAMEGA,KABRAS,KABRAS WEST,13.5977,LUKUME,34.7514,0.403447
KENYA,WESTERN,BUTERE/MUMIAS,MATUNGU,KOYONZO,22.6061,NANYENI,34.4317017,0.396278
KENYA,WESTERN,KAKAMEGA,KABRAS,KABRAS SOUTH,16.9537,MWERA,34.8205986,0.399223
KENYA,WESTERN,KAKAMEGA,KABRAS,KABRAS EAST,30.3971,KAKUNGA,34.8804016,0.398675
KENYA,WESTERN,KAKAMEGA,KABRAS,KABRAS SOUTH,12.257,MAHIRA,34.8361015,0.411669
KENYA,WESTERN,KAKAMEGA,NAVAKHOLO,NAMBACHA,13.6022,NAMBACHA,34.6873016,0.403966
KENYA,WESTERN,KAKAMEGA,NAVAKHOLO,NAMBACHA,18.6341,SIRIGOI,34.7066994,0.383212
KENYA,WESTERN,KAKAMEGA,NAVAKHOLO,NAMBACHA,7.8384,MUKHWESO(KK),34.6674004,0.382404
KENYA,WESTERN,KAKAMEGA,NAVAKHOLO,BUNYALA WEST,12.9244,BUDONGA,34.6004982,0.395222
KENYA,WESTERN,BUTERE/MUMIAS,MATUNGU,MATUNGU,34.8361,MAYONI,34.4534988,0.365533
KENYA,WESTERN,BUTERE/MUMIAS,MUMIAS,NABONGO,50.0488,NUCLEUS,34.5236015,0.367247
KENYA,WESTERN,BUTERE/MUMIAS,MUMIAS,SHIBINGA,12.122,KHAUNGA,34.582901,0.380942
KENYA,WESTERN,KAKAMEGA,NAVAKHOLO,BUNYALA WEST,18.6531,LUSUMU,34.6352005,0.374744
KENYA,WESTERN,KAKAMEGA,KABRAS,KABRAS SOUTH,19.9576,SHIANDA(KK),34.7845993,0.375336
KENYA,WESTERN,KAKAMEGA,LURAMBI,BUTSOTSO NORTH,17.9266,MATIHA,34.7490005,0.363367
KENYA,WESTERN,KAKAMEGA,KABRAS,KABRAS SOUTH,9.5254,CHEVOSO,34.8097992,0.365305
KENYA,WESTERN,KAKAMEGA,KABRAS,KABRAS SOUTH,13.4352,SHAMBERERE,34.8274002,0.358317
KENYA,WESTERN,KAKAMEGA,LURAMBI,BUTSOTSO NORTH,15.8629,INGOTSE,34.7140999,0.355368
KENYA,WESTERN,BUTERE/MUMIAS,MUMIAS,SHIBINGA,18.218,MUNG'ANG'A,34.5803986,0.346711
KENYA,WESTERN,KAKAMEGA,SHINYALU,MURHANDA,140.8104,KAKAMEGA FOREST,34.882,0.300839
KENYA,WESTERN,BUTERE/MUMIAS,MATUNGU,KOYONZO,27.3397,INDANGALASIA(BM),34.4034996,0.322427
KENYA,WESTERN,BUTERE/MUMIAS,MUMIAS,NABONGO,9.5519,TOWNSHIP,34.4872017,0.335396
KENYA,WESTERN,KAKAMEGA,LURAMBI,BUTSOTSO NORTH,15.4478,SHINOYI,34.6736984,0.348264
KENYA,WESTERN,KAKAMEGA,ILEHO,KAMBIRI,7.6763,BUYANGU,34.8487015,0.353135
KENYA,WESTERN,BUTERE/MUMIAS,MUMIAS,SHIBINGA,9.953,MALAHA(BM),34.6100998,0.356108
KENYA,WESTERN,KAKAMEGA,LURAMBI,SHIKOTI,10.8005,INDANGALASIA(KK),34.7741013,0.340855
KENYA,WESTERN,BUTERE/MUMIAS,MUMIAS,NABONGO,10.2312,LUREKO,34.4464989,0.333219
KENYA,WESTERN,BUTERE/MUMIAS,MUMIAS,SHIBINGA,20.2009,ISONGO,34.6217003,0.327533
KENYA,WESTERN,BUTERE/MUMIAS,MUMIAS,SHIBINGA,16.4399,ELUCHE,34.5568008,0.329909
KENYA,WESTERN,KAKAMEGA,LURAMBI,SHIKOTI,7.9188,SHIRAKALU,34.7453995,0.328506
KENYA,WESTERN,KAKAMEGA,ILEHO,KAMBIRI,8.1049,LUBAO,34.8072014,0.326764
KENYA,WESTERN,KAKAMEGA,LURAMBI,BUTSOTSO NORTH,13.0688,SHIKOMARI,34.6465988,0.315815
KENYA,WESTERN,KAKAMEGA,LURAMBI,SHIKOTI,12.8228,MURUMBA,34.7252007,0.31281
KENYA,WESTERN,KAKAMEGA,LURAMBI,BUTSOTSO NORTH,19.7376,ESUMEYIA,34.6879997,0.319062
KENYA,WESTERN,KAKAMEGA,MUNICIPALITY,SHIEYWE,15.8972,SICHILAYI,34.7503014,0.302634
KENYA,WESTERN,BUTERE/MUMIAS,MUMIAS,SHIBINGA,20.5439,LUSHEYA,34.5363998,0.309203
KENYA,WESTERN,KAKAMEGA,MUNICIPALITY,BUKHUNGU,13.6143,MAHIAKALO,34.7771988,0.296721
KENYA,WESTERN,KAKAMEGA,LURAMBI,BUTSOTSO SOUTH,8.7099,ESHISIRU,34.6626015,0.29379
KENYA,WESTERN,KAKAMEGA,LURAMBI,BUTSOTSO SOUTH,14.8454,SHIYUNZU,34.7024002,0.284719
KENYA,WESTERN,KAKAMEGA,MUNICIPALITY,SHIEYWE,2.504,TOWNSHIP(KAKAMEGA),34.7522011,0.288322
KENYA,WESTERN,KAKAMEGA,LURAMBI,BUTSOTSO SOUTH,25.0971,ESHIBULI,34.6621017,0.268525
KENYA,WESTERN,KAKAMEGA,SHINYALU,MURHANDA,11.2022,MUKULUSU,34.8307991,0.276018
KENYA,WESTERN,KAKAMEGA,SHINYALU,MURHANDA,11.914,SHISWA,34.7965012,0.276796
KENYA,WESTERN,KAKAMEGA,MUNICIPALITY,BUKHUNGU,17.6268,SHIRERE,34.7433014,0.265535
KENYA,WESTERN,KAKAMEGA,LURAMBI,BUKURA,13.1459,ESHIBEYE,34.6300011,0.259218
KENYA,WESTERN,BUTERE/MUMIAS,MUMIAS,ETENJE,20.7241,BUKAYA,34.419899,0.254895
KENYA,WESTERN,KAKAMEGA,SHINYALU,MURHANDA,5.8324,SHISEMBE,34.7966003,0.253963
KENYA,WESTERN,KAKAMEGA,SHINYALU,MURHANDA,6.6881,ITENYI,34.8143997,0.255388
KENYA,WESTERN,KAKAMEGA,IKOLOMANI,SHISERE,10.8174,SHIMANYIRO,34.6850014,0.245346
KENYA,WESTERN,KAKAMEGA,SHINYALU,ILESI,11.3602,MUKHONJE,34.7442017,0.24177
KENYA,WESTERN,KAKAMEGA,SHINYALU,KHAYEGA,10.8278,SHIDODO,34.7709999,0.236151
KENYA,WESTERN,KAKAMEGA,LURAMBI,BUKURA,8.7481,EMUKAYA,34.6222992,0.231686
KENYA,WESTERN,KAKAMEGA,SHINYALU,ILESI,6.146,MALIMILI,34.7237015,0.231267
KENYA,WESTERN,KAKAMEGA,IKOLOMANI,SHISERE,8.9213,SHISESO,34.7024002,0.230821
KENYA,WESTERN,KAKAMEGA,IKOLOMANI,SHISERE,10.9426,MUTAHO,34.6525002,0.226424
KENYA,WESTERN,KAKAMEGA,SHINYALU,SHIBUYE,11.1169,SHING'ONDO,34.7961006,0.227909
KENYA,WESTERN,KAKAMEGA,SHINYALU,ILESI,6.1152,MAGOMARI,34.7416992,0.216752
KENYA,WESTERN,KAKAMEGA,SHINYALU,SHIBUYE,8.6499,MUKANGO,34.8391991,0.219234
KENYA,WESTERN,KAKAMEGA,IKOLOMANI,SHISERE,9.0386,SHIKULU,34.6813011,0.212389
KENYA,WESTERN,KAKAMEGA,SHINYALU,KHAYEGA,6.6175,SHITOCHI,34.7607002,0.20735
KENYA,WESTERN,KAKAMEGA,SHINYALU,SHIBUYE,9.0282,SHIASABA,34.8233986,0.207407
KENYA,WESTERN,KAKAMEGA,IKOLOMANI,SHIRUMBA,7.7059,SHIVAGALA,34.7118988,0.207864
KENYA,WESTERN,KAKAMEGA,IKOLOMANI,ISULU,9.4866,MUSOLI,34.6562996,0.195895
KENYA,WESTERN,KAKAMEGA,IKOLOMANI,SHIRUMBA,4.9077,MALINYA,34.7256012,0.19443
KENYA,WESTERN,KAKAMEGA,SHINYALU,KHAYEGA,6.6035,SHIRULU,34.7915993,0.19466
KENYA,WESTERN,KAKAMEGA,SHINYALU,KHAYEGA,5.6069,MUSENO,34.7750015,0.190432
KENYA,WESTERN,KAKAMEGA,IKOLOMANI,ISULU,5.1958,MUKONGOLO,34.6790009,0.192534
KENYA,WESTERN,KAKAMEGA,IKOLOMANI,SHIRUMBA,6.657,SHITOLI,34.7299995,0.180029
KENYA,WESTERN,KAKAMEGA,IKOLOMANI,ISULU,6.2596,LUNERERE,34.7033005,0.184463
KENYA,WESTERN,KAKAMEGA,IKOLOMANI,IGUHU,3.0082,LIRHEMBE,34.7477989,0.18876
KENYA,WESTERN,KAKAMEGA,IKOLOMANI,IGUHU,6.0868,MAKHOKHO,34.7513008,0.174747
KENYA,WESTERN,KAKAMEGA,IKOLOMANI,SHIKUMU,4.594,SHABWALI,34.6903992,0.165422
KENYA,WESTERN,KAKAMEGA,IKOLOMANI,EREGE,2.7862,LUKOSE,34.7131996,0.164938
KENYA,WESTERN,BUTERE/MUMIAS,BUTERE,TOWNSHIP,10.7119,SHINAMWENYULI,34.489399,0.244719
KENYA,WESTERN,BUTERE/MUMIAS,BUTERE,CENTRAL MARAMA,6.2307,MUTOMA,34.5094986,0.2433
KENYA,WESTERN,BUTERE/MUMIAS,BUTERE,WEST MARAMA,7.5063,BUCHENYA,34.5315018,0.223252
KENYA,WESTERN,BUTERE/MUMIAS,BUTERE,WEST MARAMA,7.7603,BUMAMU,34.5558014,0.227851
KENYA,WESTERN,BUTERE/MUMIAS,BUTERE,NORTH MARAMA,5.9967,INAYA,34.5751991,0.219077
KENYA,WESTERN,BUTERE/MUMIAS,BUTERE,TOWNSHIP,6.8646,SHIROTSA,34.5040016,0.218319
KENYA,WESTERN,BUTERE/MUMIAS,BUTERE,TOWNSHIP,4.8342,SHIREMBE,34.4838982,0.208146
KENYA,WESTERN,BUTERE/MUMIAS,BUTERE,NORTH MARAMA,11.4589,SHIRAHA,34.5623016,0.198378
KENYA,WESTERN,BUTERE/MUMIAS,BUTERE,MARENYO,9.0011,MUYUNDI,34.5215988,0.200557
KENYA,WESTERN,BUTERE/MUMIAS,BUTERE,MARENYO,4.5903,BUBOKO,34.5354996,0.189249
KENYA,WESTERN,BUTERE/MUMIAS,BUTERE,SOUTH MARAMA,5.3921,SHIBEMBE,34.4822006,0.191532
KENYA,WESTERN,BUTERE/MUMIAS,BUTERE,SHIANDA,3.4476,BUBALA,34.4950981,0.183883
KENYA,WESTERN,BUTERE/MUMIAS,BUTERE,SHIANDA,5.5826,MABOLE,34.5122986,0.179265
KENYA,WESTERN,BUTERE/MUMIAS,BUTERE,MANYALA,7.098,BUSHIENI,34.4473991,0.179285
KENYA,WESTERN,BUTERE/MUMIAS,BUTERE,MARENYO,4.8511,SHIKUNGA,34.5424004,0.177435
KENYA,WESTERN,BUTERE/MUMIAS,BUTERE,SOUTH MARAMA,4.1488,SHIATSALA,34.466301,0.173078
KENYA,WESTERN,BUTERE/MUMIAS,BUTERE,SHIANDA,4.0462,SHIANDA(BM),34.4900017,0.165927
KENYA,WESTERN,BUTERE/MUMIAS,KHWISERO,CENTRAL KISA,6.4615,EMUTSASA,34.5391006,0.162069
KENYA,WESTERN,BUTERE/MUMIAS,KHWISERO,MULWANDA,8.4817,SHIRALI,34.5786018,0.151382
KENYA,WESTERN,BUTERE/MUMIAS,KHWISERO,SHIROMBE,6.6859,IKOMERO,34.5102005,0.152084
KENYA,WESTERN,VIHIGA,SABATIA,BUSALI WEST,3.2946,BUDAYWA,34.7826004,0.146472
KENYA,WESTERN,BUTERE/MUMIAS,KHWISERO,KISA SOUTH,8.4048,EMALINDI,34.6179008,0.13942
KENYA,WESTERN,VIHIGA,TIRIKI EAST,SHAVIRINGA,6.9151,MULUNDU(TIRIKI EAST),34.8392982,0.139027
KENYA,WESTERN,VIHIGA,SABATIA,BUSALI WEST,3.4165,BUGINA,34.7706985,0.137852
KENYA,WESTERN,BUTERE/MUMIAS,KHWISERO,KISA SOUTH,6.4235,ESHIBINGA,34.5956001,0.13299
KENYA,WESTERN,BUTERE/MUMIAS,KHWISERO,KISA SOUTH,4.7466,MUNDAHA,34.6400986,0.136864
KENYA,WESTERN,VIHIGA,SABATIA,BUSALI EAST,4.8602,ITEGERO,34.8037987,0.135966
KENYA,WESTERN,VIHIGA,SABATIA,BUSALI EAST,3.2749,KEDOLI,34.8143997,0.128668
KENYA,WESTERN,VIHIGA,TIRIKI EAST,SHAMAKHOKO,6.4518,JIVOLOLI,34.8305016,0.114492
KENYA,WESTERN,VIHIGA,SABATIA,NORTH MARAGOLI,2.8253,MUDETE,34.7731018,0.121675
KENYA,WESTERN,BUTERE/MUMIAS,KHWISERO,MULWANDA,7.4364,MUSHIANGUBU,34.5774002,0.117269
KENYA,WESTERN,VIHIGA,SABATIA,WODANGA,2.9737,VOKOLI,34.7891006,0.121406
KENYA,WESTERN,VIHIGA,EMUHAYA,NORTH BUNYORE,6.8256,EBUSIRATSI,34.6348,0.0951977
KENYA,WESTERN,VIHIGA,EMUHAYA,NORTH BUNYORE,4.272,EMMUKUNZI,34.6281013,0.109152
KENYA,WESTERN,VIHIGA,EMUHAYA,N.E BUNYORE,6.291,EBUKHUNZA,34.6488991,0.11431
KENYA,WESTERN,VIHIGA,SABATIA,CHAVAKALI,2.7542,EVOJO,34.7551994,0.120477
KENYA,WESTERN,VIHIGA,LUANDA,CENTRAL BUNYORE,3.8827,ESIRULO,34.6165009,0.116334
KENYA,WESTERN,VIHIGA,SABATIA,WODANGA,3.6823,LUSENGELI,34.8082008,0.116124
KENYA,WESTERN,VIHIGA,SABATIA,CHAVAKALI,3.9568,IGUNGA,34.7122993,0.114746
KENYA,WESTERN,VIHIGA,SABATIA,CHAVAKALI,2.8858,WALODEYA,34.7321014,0.115343
KENYA,WESTERN,VIHIGA,LUANDA,CENTRAL BUNYORE,5.7144,EBUKANGA,34.5970001,0.107039
KENYA,WESTERN,VIHIGA,EMUHAYA,N.E BUNYORE,8.3952,EBUNANGWE,34.6661987,0.097201
KENYA,WESTERN,VIHIGA,SABATIA,IZAVA NORTH,2.7577,BUKULUNYA,34.7444992,0.110247
KENYA,WESTERN,VIHIGA,SABATIA,CHAVAKALI,3.0407,VIYALO,34.6916008,0.105991
KENYA,WESTERN,VIHIGA,SABATIA,WODANGA,4.2996,GAVUDIA,34.7989998,0.10668
KENYA,WESTERN,VIHIGA,SABATIA,WODANGA,3.5355,GAIGEDI,34.7876015,0.103252
KENYA,WESTERN,VIHIGA,SABATIA,NORTH MARAGOLI,2.3156,DIGULA,34.7644005,0.104975
KENYA,WESTERN,VIHIGA,SABATIA,IZAVA NORTH,3.645,MUNOYWA,34.7420006,0.101855
KENYA,WESTERN,VIHIGA,EMUHAYA,N.E BUNYORE,2.8925,EBUSAMIA,34.6474991,0.0925958
KENYA,WESTERN,VIHIGA,TIRIKI EAST,SHAMAKHOKO,3.6174,KALWANI,34.8218994,0.0970922
KENYA,WESTERN,VIHIGA,LUANDA,CENTRAL BUNYORE,6.752,EMUSIRE,34.6106987,0.092106
KENYA,WESTERN,VIHIGA,SABATIA,IZAVA,3.2876,MUKINGI,34.7139015,0.0985933
